loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,zip_code,addr_state,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
20000,60 months,5 years,MORTGAGE,72000,Verified,730xx,OK,0,1,12,0,29009,61.10%,28,Fully Paid
5000,36 months,10+ years,RENT,53000,Source Verified,278xx,NC,0,1,7,0,15647,81.10%,26,Fully Paid
19000,36 months,3 years,MORTGAGE,115000,Source Verified,201xx,VA,0,1,5,0,704,32%,16,Fully Paid
35000,36 months,1 year,OWN,73440,Verified,743xx,OK,0,1,8,0,15431,44.20%,37,Fully Paid
8000,36 months,4 years,RENT,47000,Not Verified,321xx,FL,0,2,4,0,16649,76.70%,24,Charged Off
7200,36 months,10+ years,RENT,40000,Not Verified,220xx,VA,0,0,6,0,14408,94.80%,10,Fully Paid
2400,36 months,2 years,RENT,45000,Not Verified,993xx,WA,0,0,18,0,3787,49.20%,37,Fully Paid
25000,60 months,2 years,MORTGAGE,87000,Verified,363xx,AL,0,1,11,0,6180,24.30%,28,Charged Off
24250,36 months,5 years,OWN,55000,Verified,350xx,AL,0,1,8,0,7832,73.20%,16,Fully Paid
12000,36 months,2 years,RENT,36400,Not Verified,787xx,TX,0,1,13,0,8076,28.40%,27,Fully Paid
15000,60 months,8 years,MORTGAGE,90000,Not Verified,860xx,AZ,0,1,9,0,13499,59.20%,17,Fully Paid
19200,60 months,4 years,RENT,45000,Verified,787xx,TX,0,1,12,0,16509,80.40%,29,Fully Paid
9500,36 months,5 years,MORTGAGE,80000,Not Verified,303xx,GA,0,0,9,0,10231,37.10%,17,Fully Paid
20000,60 months,10+ years,RENT,45000,Verified,170xx,PA,0,1,11,0,13630,57%,17,Fully Paid
9000,36 months,< 1 year,RENT,45000,Not Verified,100xx,NY,0,0,9,0,12305,94.70%,27,Fully Paid
16000,36 months,6 years,MORTGAGE,68000,Verified,810xx,CO,1,0,5,0,4392,38.50%,11,Fully Paid
19600,36 months,3 years,MORTGAGE,60000,Verified,333xx,FL,0,4,12,0,4590,21.50%,31,Fully Paid
18800,60 months,10+ years,MORTGAGE,58000,Verified,432xx,OH,0,2,7,0,29779,66.80%,14,Fully Paid
10000,36 months,7 years,MORTGAGE,75000,Source Verified,236xx,VA,2,1,7,0,15454,62.30%,17,Fully Paid
20000,60 months,10+ years,MORTGAGE,51400,Verified,452xx,OH,0,0,16,0,22331,84.90%,46,Charged Off
9750,36 months,4 years,RENT,21600,Source Verified,809xx,CO,1,3,3,1,0,0%,34,Charged Off
35000,60 months,10+ years,RENT,90000,Verified,087xx,NJ,0,0,11,0,21412,85%,29,Fully Paid
20000,36 months,10+ years,MORTGAGE,63000,Verified,551xx,MN,0,1,11,0,5474,12%,14,Fully Paid
12000,36 months,3 years,RENT,72000,Not Verified,070xx,NJ,1,0,7,0,24844,95.90%,20,Fully Paid
8000,36 months,3 years,RENT,50000,Not Verified,200xx,DC,0,1,8,0,7691,71.90%,17,Fully Paid
28000,60 months,3 years,MORTGAGE,67000,Verified,453xx,OH,0,0,8,0,12555,81%,38,Fully Paid
6000,36 months,4 years,RENT,93000,Not Verified,430xx,OH,0,0,9,0,11596,70.30%,15,Fully Paid
16000,36 months,6 years,MORTGAGE,109000,Source Verified,751xx,TX,0,2,9,0,30174,30.30%,20,Fully Paid
19600,36 months,8 years,RENT,45000,Not Verified,706xx,LA,0,2,7,0,18696,82.70%,24,Fully Paid
11500,36 months,2 years,MORTGAGE,55000,Source Verified,850xx,AZ,0,0,7,0,12593,68.10%,28,Fully Paid
3000,36 months,2 years,RENT,28800,Not Verified,235xx,VA,0,2,7,0,6016,36.50%,23,Fully Paid
5000,36 months,< 1 year,RENT,53000,Not Verified,480xx,MI,0,0,12,0,4691,36.10%,21,Fully Paid
7000,36 months,7 years,MORTGAGE,54000,Not Verified,301xx,GA,0,3,12,0,7568,78.80%,46,Charged Off
23325,36 months,6 years,MORTGAGE,65000,Verified,672xx,KS,0,1,4,0,28435,95.50%,15,Fully Paid
22200,36 months,10+ years,RENT,225000,Source Verified,024xx,MA,0,0,8,0,10698,55.40%,15,Fully Paid
14675,60 months,6 years,RENT,34500,Verified,606xx,IL,0,1,12,0,12253,89.40%,21,Fully Paid
14400,60 months,7 years,RENT,75000,Verified,319xx,GA,0,1,6,0,28675,69.30%,35,Charged Off
28000,60 months,10+ years,MORTGAGE,75000,Source Verified,280xx,NC,0,2,11,0,62427,20.60%,29,Fully Paid
12000,60 months,4 years,MORTGAGE,65000,Not Verified,774xx,TX,1,1,9,0,11601,68.60%,23,Fully Paid
15000,36 months,9 years,MORTGAGE,31000,Source Verified,325xx,FL,0,0,9,0,10222,52.40%,13,Charged Off
15000,60 months,2 years,OWN,33000,Source Verified,117xx,NY,0,1,9,0,12964,97.10%,20,Charged Off
15850,60 months,10+ years,MORTGAGE,36000,Verified,366xx,AL,0,3,10,0,18088,57.80%,26,Fully Paid
12000,36 months,1 year,MORTGAGE,46000,Not Verified,141xx,NY,0,2,10,0,11743,82.70%,27,Fully Paid
1800,36 months,2 years,RENT,25000,Not Verified,306xx,GA,0,0,2,0,673,96.10%,5,Charged Off
3200,60 months,n/a,MORTGAGE,30000,Not Verified,066xx,CT,0,0,7,0,2186,61.20%,15,Charged Off
17000,36 months,< 1 year,RENT,90000,Source Verified,770xx,TX,1,1,12,0,15341,81.60%,39,Fully Paid
5500,36 months,< 1 year,RENT,32000,Source Verified,208xx,MD,0,1,10,0,9424,88.90%,14,Fully Paid
10000,36 months,1 year,RENT,42000,Source Verified,330xx,FL,1,2,11,0,9010,47.20%,32,Fully Paid
11600,60 months,8 years,MORTGAGE,35000,Verified,322xx,FL,0,0,10,0,5041,82.60%,14,Fully Paid
16000,60 months,10+ years,RENT,62000,Verified,770xx,TX,0,4,19,0,1675,2.20%,49,Charged Off
35000,60 months,10+ years,MORTGAGE,95300,Verified,225xx,VA,0,0,10,0,27800,92.70%,38,Fully Paid
11100,60 months,6 years,OWN,26000,Not Verified,330xx,FL,0,1,14,0,14704,77.40%,21,Charged Off
13000,36 months,5 years,RENT,38400,Not Verified,925xx,CA,0,0,13,0,11205,40%,18,Fully Paid
12250,36 months,10+ years,MORTGAGE,45000,Verified,800xx,CO,0,0,17,0,14161,84.80%,26,Fully Paid
29100,60 months,10+ years,RENT,72000,Verified,945xx,CA,0,0,16,0,21842,88.80%,32,Charged Off
21600,60 months,10+ years,MORTGAGE,82000,Verified,926xx,CA,0,0,9,0,11891,71.70%,26,Charged Off
10000,36 months,7 years,RENT,61000,Not Verified,330xx,FL,0,1,7,0,11844,75.40%,14,Fully Paid
29100,60 months,5 years,RENT,58000,Verified,941xx,CA,0,1,7,0,24994,89.70%,14,Fully Paid
2000,36 months,3 years,RENT,65000,Not Verified,078xx,NJ,0,3,4,0,4312,77%,13,Fully Paid
9500,36 months,2 years,RENT,20000,Source Verified,908xx,CA,0,0,9,0,7554,78.70%,11,Fully Paid
21000,36 months,< 1 year,RENT,95000,Verified,604xx,IL,0,0,13,0,19919,76%,28,Charged Off
11300,36 months,9 years,RENT,35000,Not Verified,010xx,MA,0,1,4,0,18255,89%,20,Fully Paid
12000,36 months,1 year,RENT,42500,Not Verified,432xx,OH,0,1,10,0,13874,92.50%,25,Fully Paid
15800,60 months,10+ years,MORTGAGE,75000,Verified,220xx,VA,0,3,15,0,22045,83.20%,32,Fully Paid
18000,36 months,4 years,RENT,68000,Verified,111xx,NY,0,0,11,0,16906,68.20%,20,Fully Paid
6400,36 months,4 years,RENT,37000,Source Verified,054xx,VT,0,1,6,0,6277,75.60%,25,Fully Paid
6000,36 months,8 years,RENT,30000,Source Verified,900xx,CA,0,2,5,0,6859,73%,22,Fully Paid
6000,36 months,2 years,RENT,55000,Source Verified,852xx,AZ,0,1,11,0,7792,59.90%,27,Fully Paid
5000,36 months,4 years,RENT,21600,Source Verified,940xx,CA,0,0,6,0,5874,74.40%,8,Fully Paid
26400,60 months,6 years,MORTGAGE,103000,Verified,194xx,PA,0,0,8,0,39789,52.20%,33,Fully Paid
11300,36 months,1 year,MORTGAGE,70000,Not Verified,844xx,UT,1,1,4,0,11214,89.70%,11,Fully Paid
14000,36 months,5 years,MORTGAGE,86000,Not Verified,760xx,TX,0,0,11,0,17395,62.80%,22,Fully Paid
15000,36 months,5 years,OWN,50000,Source Verified,933xx,CA,0,1,5,0,13483,93%,8,Fully Paid
23600,36 months,10+ years,RENT,102000,Verified,295xx,SC,0,0,17,0,30703,83.90%,29,Fully Paid
5100,36 months,1 year,MORTGAGE,36000,Source Verified,275xx,NC,0,0,9,0,3035,56.20%,17,Fully Paid
7500,36 months,< 1 year,MORTGAGE,75000,Source Verified,327xx,FL,0,1,5,0,4743,84.70%,17,Fully Paid
10000,36 months,10+ years,RENT,58000,Source Verified,113xx,NY,0,0,7,0,10498,52.80%,14,Fully Paid
6000,36 months,2 years,RENT,36000,Source Verified,871xx,NM,0,3,3,0,6243,97.50%,6,Fully Paid
2000,36 months,10+ years,OWN,100000,Verified,104xx,NY,1,0,9,0,27156,77.80%,18,Fully Paid
6000,36 months,10+ years,MORTGAGE,45000,Verified,782xx,TX,0,1,15,0,25952,40.20%,33,Fully Paid
18000,60 months,1 year,RENT,55000,Source Verified,900xx,CA,0,0,8,0,20273,83.40%,19,Fully Paid
10000,36 months,3 years,RENT,49000,Source Verified,633xx,MO,1,2,11,0,14951,82.10%,24,Fully Paid
24000,60 months,7 years,RENT,85000,Verified,061xx,CT,1,0,17,0,24242,70.30%,42,Fully Paid
10000,36 months,2 years,RENT,26000,Source Verified,060xx,CT,0,0,8,0,9687,69.60%,14,Fully Paid
10000,36 months,3 years,RENT,40000,Not Verified,900xx,CA,0,1,9,0,12943,98.80%,31,Fully Paid
10175,36 months,10+ years,MORTGAGE,45136,Not Verified,139xx,NY,0,1,12,0,17931,47.30%,25,Fully Paid
17000,60 months,3 years,RENT,78050,Not Verified,221xx,VA,0,3,10,0,16504,89.20%,42,Charged Off
5600,36 months,8 years,MORTGAGE,32000,Verified,339xx,FL,0,2,10,0,2599,26.30%,24,Fully Paid
20000,60 months,< 1 year,RENT,102000,Verified,209xx,MD,0,0,10,0,12417,81.20%,13,Charged Off
10000,36 months,4 years,RENT,50000,Not Verified,114xx,NY,1,0,9,0,8615,49.20%,16,Fully Paid
5600,36 months,10+ years,RENT,46000,Verified,030xx,NH,0,1,9,0,3617,60.20%,17,Fully Paid
2800,36 months,10+ years,MORTGAGE,136000,Source Verified,145xx,NY,0,2,8,0,28614,77.30%,33,Fully Paid
9600,36 months,2 years,MORTGAGE,62100,Verified,597xx,MT,2,0,9,0,3431,35.40%,22,Fully Paid
24000,36 months,10+ years,MORTGAGE,88620,Verified,351xx,AL,0,0,12,0,24914,32.20%,25,Fully Paid
18400,60 months,3 years,MORTGAGE,61938,Source Verified,361xx,AL,0,1,5,0,6314,69.40%,6,Charged Off
9000,36 months,10+ years,MORTGAGE,98400,Source Verified,613xx,IL,0,2,13,0,6978,76.70%,45,Fully Paid
30750,60 months,10+ years,RENT,65000,Verified,454xx,OH,0,0,7,0,20474,73.20%,16,Fully Paid
6000,36 months,< 1 year,RENT,30000,Source Verified,612xx,IL,0,1,7,0,5837,69.50%,8,Fully Paid
5000,36 months,4 years,RENT,41000,Source Verified,117xx,NY,0,1,17,0,12682,75.50%,24,Charged Off
33600,60 months,2 years,MORTGAGE,240000,Not Verified,317xx,GA,2,0,12,0,17285,87.30%,26,Fully Paid
10000,36 months,10+ years,MORTGAGE,48000,Not Verified,060xx,CT,0,1,9,0,10092,69.60%,12,Fully Paid
16800,60 months,8 years,MORTGAGE,55000,Source Verified,303xx,GA,0,1,10,0,12967,73.70%,37,Charged Off
16550,60 months,7 years,MORTGAGE,52000,Source Verified,725xx,AR,0,1,7,0,19378,84.60%,14,Fully Paid
12000,60 months,10+ years,MORTGAGE,48000,Not Verified,067xx,CT,0,0,8,0,15010,69.80%,27,Fully Paid
22000,60 months,10+ years,MORTGAGE,85500,Verified,182xx,PA,0,3,14,0,36833,60%,34,Charged Off
10800,36 months,10+ years,RENT,75000,Source Verified,740xx,OK,0,2,9,0,19585,59.20%,24,Charged Off
7200,36 months,10+ years,RENT,50000,Not Verified,333xx,FL,0,0,8,0,14330,81.90%,15,Fully Paid
10625,36 months,10+ years,MORTGAGE,25000,Not Verified,235xx,VA,0,1,7,0,15827,68.20%,11,Fully Paid
5000,36 months,1 year,RENT,35000,Source Verified,100xx,NY,0,1,10,0,2313,18.80%,19,Charged Off
10000,36 months,8 years,RENT,49639.62,Not Verified,016xx,MA,0,1,22,0,13861,50%,39,Fully Paid
5000,36 months,6 years,RENT,40752,Not Verified,926xx,CA,0,1,12,0,4475,40%,13,Fully Paid
8400,36 months,1 year,MORTGAGE,62000,Source Verified,366xx,AL,0,0,16,0,2611,74.60%,33,Fully Paid
25000,60 months,10+ years,RENT,50000,Source Verified,917xx,CA,0,0,2,0,6054,96.10%,7,Charged Off
24000,60 months,< 1 year,RENT,72000,Source Verified,951xx,CA,0,0,9,0,17099,60.90%,16,Fully Paid
4800,36 months,4 years,RENT,95000,Source Verified,910xx,CA,0,3,10,0,17456,55%,26,Fully Paid
14000,36 months,10+ years,MORTGAGE,78000,Verified,746xx,OK,0,8,13,0,264,1.10%,39,Charged Off
7000,36 months,10+ years,MORTGAGE,125000,Verified,913xx,CA,1,0,16,0,101287,85.10%,39,Fully Paid
15000,36 months,3 years,RENT,50000,Verified,931xx,CA,0,1,7,0,6613,79.70%,14,Fully Paid
13000,36 months,7 years,RENT,38000,Not Verified,805xx,CO,0,1,5,0,11285,68%,8,Fully Paid
30000,36 months,1 year,MORTGAGE,125000,Verified,951xx,CA,0,0,19,0,15908,47%,47,Fully Paid
6400,36 months,4 years,RENT,32000,Not Verified,232xx,VA,0,0,7,0,7023,69.50%,12,Fully Paid
5650,36 months,10+ years,RENT,51000,Verified,304xx,GA,0,0,11,0,10222,56.80%,13,Fully Paid
7000,36 months,7 years,RENT,60000,Not Verified,982xx,WA,0,0,13,0,4202,19.40%,23,Fully Paid
8500,36 months,3 years,RENT,25000,Source Verified,914xx,CA,0,0,6,0,12374,85.30%,6,Fully Paid
28000,60 months,3 years,MORTGAGE,60000,Verified,546xx,WI,0,1,4,0,14537,89.80%,11,Fully Paid
7000,36 months,6 years,RENT,37740,Source Verified,917xx,CA,0,0,10,0,5723,18.30%,12,Fully Paid
30000,60 months,5 years,MORTGAGE,96000,Verified,853xx,AZ,1,0,12,0,26422,66.60%,37,Fully Paid
20000,36 months,2 years,RENT,94500,Verified,946xx,CA,0,0,17,0,26095,74.20%,28,Fully Paid
6000,36 months,10+ years,RENT,32000,Not Verified,951xx,CA,3,3,14,0,8361,66.70%,34,Fully Paid
10000,36 months,9 years,MORTGAGE,72000,Source Verified,531xx,WI,0,5,6,0,6134,38.30%,46,Fully Paid
12000,36 months,5 years,RENT,100000,Not Verified,076xx,NJ,0,0,13,0,27844,75.50%,25,Fully Paid
12500,60 months,< 1 year,MORTGAGE,100000,Source Verified,907xx,CA,0,1,5,0,2094,27.60%,7,Fully Paid
15000,60 months,10+ years,MORTGAGE,64800,Not Verified,446xx,OH,0,3,14,0,66461,0.50%,32,Fully Paid
16450,60 months,6 years,RENT,38000,Verified,454xx,OH,0,1,13,0,22664,74.90%,18,Fully Paid
2500,36 months,< 1 year,RENT,39420,Source Verified,968xx,HI,2,3,15,0,5575,58.70%,27,Fully Paid
6200,36 months,< 1 year,OWN,15000,Source Verified,325xx,FL,0,0,7,0,1670,12.40%,10,Fully Paid
12000,36 months,10+ years,RENT,62000,Verified,071xx,NJ,0,3,11,0,15588,61.40%,29,Fully Paid
10000,36 months,2 years,RENT,45000,Not Verified,750xx,TX,0,0,3,0,7166,82.40%,4,Fully Paid
4800,36 months,10+ years,OWN,30000,Verified,559xx,MN,0,0,9,0,6066,87.90%,12,Fully Paid
17050,36 months,7 years,MORTGAGE,60000,Verified,928xx,CA,0,1,12,0,24451,74.50%,46,Fully Paid
15000,60 months,10+ years,MORTGAGE,70000,Verified,975xx,OR,0,0,12,0,22977,98.20%,17,Fully Paid
12700,36 months,3 years,RENT,23000,Verified,325xx,FL,0,1,6,0,10181,61.70%,15,Fully Paid
35000,60 months,5 years,MORTGAGE,110000,Verified,801xx,CO,1,0,7,0,17566,52.80%,18,Fully Paid
12000,60 months,5 years,MORTGAGE,48000,Source Verified,234xx,VA,0,2,5,0,8466,77%,8,Charged Off
15000,60 months,2 years,RENT,48000,Verified,432xx,OH,0,0,11,0,10589,81.50%,23,Fully Paid
24000,60 months,< 1 year,RENT,70000,Verified,775xx,TX,0,1,6,0,20168,85.80%,12,Fully Paid
35000,60 months,10+ years,MORTGAGE,185000,Verified,891xx,NV,0,0,16,0,26640,89.60%,37,Fully Paid
11200,36 months,2 years,RENT,36840,Not Verified,890xx,NV,0,0,2,0,7661,95.80%,5,Fully Paid
7000,36 months,10+ years,RENT,50000,Verified,328xx,FL,0,1,10,0,14450,93.20%,32,Fully Paid
6200,60 months,8 years,RENT,55000,Source Verified,221xx,VA,0,0,10,0,9035,92.20%,19,Fully Paid
20000,60 months,10+ years,MORTGAGE,60000,Verified,925xx,CA,0,3,10,0,20062,73.50%,22,Fully Paid
35000,60 months,10+ years,RENT,81500,Verified,211xx,MD,0,0,7,0,28427,98.20%,31,Charged Off
12000,36 months,10+ years,RENT,48000,Verified,125xx,NY,0,3,11,0,8022,92.20%,20,Fully Paid
8500,60 months,6 years,RENT,82000,Verified,088xx,NJ,0,0,6,0,8522,87.90%,12,Fully Paid
12000,36 months,8 years,RENT,45000,Not Verified,554xx,MN,0,0,10,0,14924,60.90%,31,Fully Paid
12000,60 months,9 years,RENT,50000,Verified,932xx,CA,0,0,14,0,20535,81.20%,31,Fully Paid
20000,60 months,10+ years,RENT,56508,Source Verified,941xx,CA,1,1,11,0,8831,60.90%,21,Charged Off
10400,36 months,1 year,RENT,57460,Verified,110xx,NY,0,2,9,0,13157,73.10%,13,Fully Paid
5000,36 months,2 years,RENT,60400,Source Verified,320xx,FL,1,1,3,0,7525,66.60%,15,Fully Paid
8400,36 months,8 years,RENT,34000,Verified,945xx,CA,0,0,8,0,9083,89.50%,9,Fully Paid
24000,60 months,10+ years,MORTGAGE,98000,Verified,201xx,VA,0,1,12,0,15893,88.80%,24,Fully Paid
20000,36 months,6 years,RENT,100000,Source Verified,024xx,MA,0,0,10,0,17489,95.60%,29,Fully Paid
12300,60 months,6 years,MORTGAGE,41000,Verified,554xx,MN,1,1,13,0,20499,90.40%,25,Fully Paid
11000,36 months,10+ years,RENT,50000,Verified,071xx,NJ,0,0,6,0,5524,65%,16,Fully Paid
18950,60 months,3 years,MORTGAGE,49500,Verified,800xx,CO,0,0,9,0,20166,97.40%,20,Fully Paid
12000,36 months,10+ years,RENT,35000,Not Verified,064xx,CT,0,0,5,0,11826,85.70%,20,Fully Paid
20000,36 months,2 years,OWN,50000,Verified,280xx,NC,0,0,15,0,23622,55.30%,26,Fully Paid
3650,60 months,4 years,RENT,29000,Source Verified,956xx,CA,0,2,12,0,7864,87.40%,28,Fully Paid
12000,36 months,< 1 year,RENT,159500,Source Verified,774xx,TX,0,0,15,0,19682,83.30%,39,Charged Off
7200,36 months,10+ years,RENT,56000,Not Verified,322xx,FL,0,2,11,0,10541,94.10%,17,Fully Paid
33950,36 months,7 years,MORTGAGE,91000,Verified,275xx,NC,0,0,13,0,93812,59.60%,29,Fully Paid
13000,60 months,4 years,MORTGAGE,85000,Source Verified,070xx,NJ,0,1,15,0,15391,56.50%,34,Fully Paid
12600,60 months,2 years,RENT,41000,Not Verified,990xx,WA,1,1,9,0,11807,78.70%,11,Fully Paid
15000,36 months,< 1 year,RENT,60000,Source Verified,112xx,NY,1,0,17,0,10747,56.50%,40,Fully Paid
4250,36 months,7 years,RENT,50000,Not Verified,112xx,NY,0,2,14,0,9436,57.20%,16,Fully Paid
7000,36 months,5 years,RENT,62000,Not Verified,850xx,AZ,0,0,7,0,3839,58.20%,36,Fully Paid
1500,36 months,10+ years,MORTGAGE,97000,Source Verified,919xx,CA,0,1,11,0,35131,85.70%,27,Fully Paid
25000,36 months,10+ years,MORTGAGE,200000,Source Verified,021xx,MA,0,3,6,0,0,0%,14,Fully Paid
15600,60 months,5 years,RENT,85000,Source Verified,852xx,AZ,0,0,9,0,15678,80.80%,22,Fully Paid
21000,60 months,10+ years,RENT,110000,Source Verified,930xx,CA,0,1,14,0,21357,92.30%,36,Fully Paid
20000,60 months,7 years,RENT,65918,Source Verified,956xx,CA,0,1,5,0,11376,56%,21,Fully Paid
20000,60 months,3 years,MORTGAGE,55000,Source Verified,922xx,CA,0,0,7,0,13788,52.40%,10,Charged Off
12000,36 months,5 years,RENT,42900,Not Verified,752xx,TX,0,0,9,0,18433,76.80%,30,Fully Paid
10000,36 months,10+ years,RENT,51000,Not Verified,947xx,CA,0,0,8,0,15531,96.50%,11,Fully Paid
5800,60 months,10+ years,MORTGAGE,51300,Verified,945xx,CA,0,2,6,0,10734,94.20%,33,Fully Paid
2400,36 months,3 years,RENT,45000,Not Verified,104xx,NY,0,2,20,0,5703,23.50%,39,Fully Paid
28100,60 months,9 years,RENT,60000,Verified,181xx,PA,0,1,7,0,14692,62.80%,23,Fully Paid
4500,36 months,10+ years,MORTGAGE,72000,Not Verified,486xx,MI,0,0,7,0,19911,75.10%,20,Fully Paid
4800,36 months,1 year,RENT,26000,Not Verified,630xx,MO,0,1,9,0,7149,70.10%,19,Fully Paid
5000,36 months,n/a,MORTGAGE,45600,Not Verified,983xx,WA,0,0,14,0,16394,50.60%,24,Fully Paid
18000,36 months,9 years,RENT,77000,Verified,951xx,CA,0,0,10,0,20893,61.60%,22,Fully Paid
25000,36 months,10+ years,MORTGAGE,56900,Verified,080xx,NJ,0,0,10,0,44261,71.30%,31,Fully Paid
18000,36 months,2 years,MORTGAGE,140000,Not Verified,930xx,CA,0,0,4,0,14272,81.10%,21,Fully Paid
6000,36 months,4 years,RENT,72000,Not Verified,100xx,NY,0,2,7,0,7600,82.60%,11,Fully Paid
35000,60 months,10+ years,RENT,143000,Verified,908xx,CA,0,2,16,0,22050,82.30%,20,Charged Off
27000,36 months,5 years,RENT,83000,Verified,900xx,CA,0,0,3,0,27705,92.30%,5,Fully Paid
3000,36 months,10+ years,RENT,45600,Not Verified,908xx,CA,0,0,5,0,6283,52.40%,25,Fully Paid
10000,36 months,1 year,RENT,68000,Verified,950xx,CA,0,0,9,0,18860,55.50%,10,Fully Paid
10125,36 months,4 years,RENT,70000,Source Verified,113xx,NY,0,1,12,0,12410,69.70%,19,Fully Paid
8000,36 months,8 years,MORTGAGE,47000,Verified,640xx,MO,0,0,13,0,11316,89.10%,25,Fully Paid
10000,36 months,6 years,RENT,45000,Not Verified,637xx,MO,0,0,7,0,8506,61.60%,11,Fully Paid
35000,60 months,< 1 year,RENT,121000,Verified,941xx,CA,0,3,10,0,10994,40.10%,15,Fully Paid
21600,60 months,7 years,MORTGAGE,82900,Verified,313xx,GA,0,0,7,0,14501,93%,25,Fully Paid
12000,36 months,3 years,RENT,110000,Not Verified,121xx,NY,0,2,7,0,26493,88.40%,25,Fully Paid
6000,36 months,10+ years,RENT,49000,Not Verified,080xx,NJ,0,1,12,0,21477,72.80%,18,Fully Paid
14000,36 months,6 years,OWN,70000,Source Verified,926xx,CA,0,2,5,0,18181,95.70%,12,Fully Paid
8000,36 months,< 1 year,RENT,50000,Source Verified,954xx,CA,0,3,9,0,7626,80.30%,18,Fully Paid
14000,60 months,1 year,RENT,33936,Source Verified,925xx,CA,0,0,8,0,13787,69.30%,9,Fully Paid
8000,36 months,5 years,MORTGAGE,38000,Source Verified,327xx,FL,0,3,14,0,9471,36.60%,28,Fully Paid
21000,36 months,5 years,RENT,125000,Source Verified,863xx,AZ,0,1,4,0,843,6.50%,13,Fully Paid
22000,60 months,10+ years,MORTGAGE,70000,Verified,757xx,TX,0,0,6,0,0,0%,23,Charged Off
6000,36 months,2 years,RENT,28800,Source Verified,334xx,FL,0,2,9,0,8032,57.40%,37,Fully Paid
15000,36 months,1 year,RENT,130000,Verified,941xx,CA,0,2,8,0,16460,71.90%,17,Fully Paid
5200,36 months,4 years,RENT,54000,Source Verified,331xx,FL,0,0,11,0,6135,52.90%,12,Fully Paid
17500,36 months,10+ years,MORTGAGE,40000,Source Verified,326xx,FL,0,0,4,0,16869,62.90%,15,Fully Paid
6400,36 months,2 years,RENT,50000,Source Verified,950xx,CA,1,0,7,0,7229,71.70%,13,Fully Paid
3825,36 months,3 years,MORTGAGE,22000,Not Verified,992xx,WA,0,2,4,0,6970,89.40%,12,Fully Paid
21000,36 months,3 years,OWN,60000,Source Verified,019xx,MA,0,3,6,0,10078,42.70%,34,Fully Paid
14000,36 months,9 years,MORTGAGE,72000,Verified,995xx,AK,0,1,12,0,16703,74.60%,26,Fully Paid
18950,36 months,10+ years,RENT,50000,Source Verified,980xx,WA,0,0,17,0,25373,70.10%,37,Fully Paid
3000,36 months,6 years,OWN,40000,Source Verified,280xx,NC,0,0,3,0,596,4.30%,10,Fully Paid
2400,36 months,5 years,OWN,48000,Not Verified,782xx,TX,0,2,19,0,8965,56.70%,36,Charged Off
6000,36 months,5 years,OWN,75000,Source Verified,117xx,NY,0,1,9,0,18768,66.60%,27,Fully Paid
16000,60 months,5 years,MORTGAGE,115000,Verified,300xx,GA,0,0,12,1,18088,76.10%,20,Fully Paid
18000,36 months,10+ years,RENT,90000,Not Verified,112xx,NY,0,2,8,0,18039,69.90%,23,Fully Paid
10000,36 months,5 years,RENT,25000,Source Verified,546xx,WI,0,0,6,0,9906,96.20%,32,Fully Paid
2125,36 months,6 years,RENT,35000,Source Verified,871xx,NM,0,3,5,0,5131,95%,10,Fully Paid
7500,36 months,5 years,RENT,34000,Not Verified,640xx,MO,0,2,13,0,13550,60%,26,Charged Off
10000,36 months,4 years,MORTGAGE,80000,Source Verified,329xx,FL,1,2,8,0,30407,7.40%,24,Fully Paid
21000,60 months,10+ years,MORTGAGE,70000,Verified,280xx,NC,0,2,9,0,61482,29.60%,26,Fully Paid
25000,36 months,2 years,RENT,250000,Source Verified,021xx,MA,0,0,10,0,41044,94.60%,26,Fully Paid
16000,36 months,10+ years,RENT,40000,Source Verified,073xx,NJ,0,1,7,0,13723,70%,14,Fully Paid
20000,36 months,7 years,MORTGAGE,60000,Verified,782xx,TX,0,1,6,0,6264,46.40%,21,Fully Paid
3600,36 months,10+ years,RENT,106000,Source Verified,117xx,NY,0,2,12,0,6949,68.10%,27,Fully Paid
20000,60 months,5 years,RENT,99996,Source Verified,070xx,NJ,0,1,2,0,212,6.10%,11,Fully Paid
24000,60 months,10+ years,RENT,98000,Verified,207xx,MD,0,0,14,0,27810,78.80%,20,Fully Paid
19075,60 months,2 years,RENT,50000,Verified,300xx,GA,1,0,11,0,11862,67.80%,51,Fully Paid
10000,60 months,4 years,RENT,81600,Source Verified,917xx,CA,0,1,24,0,8311,33.60%,41,Fully Paid
8000,36 months,1 year,RENT,25000,Not Verified,067xx,CT,0,0,8,0,6295,78.70%,12,Fully Paid
1000,36 months,n/a,RENT,11820,Verified,430xx,OH,0,1,3,0,200,66.70%,11,Fully Paid
4000,36 months,1 year,MORTGAGE,15456,Source Verified,274xx,NC,0,0,5,0,7605,85.40%,11,Fully Paid
18800,60 months,1 year,RENT,46000,Not Verified,974xx,OR,0,3,6,0,24825,97.90%,18,Charged Off
14000,36 months,4 years,RENT,84000,Verified,957xx,CA,1,3,12,0,31281,78.60%,41,Fully Paid
15000,60 months,10+ years,RENT,29000,Verified,937xx,CA,0,1,3,0,10265,73.80%,16,Fully Paid
